4000000000,1,53.31102386905194,151.9361741096592,3
4000000000,9,114.20201056883695,167.1564121431461,8
4000000000,8,113.64494087448551,378.5534836801526,8
4000000000,7,58.73066200222996,1056.4454733425123,3
4000000000,6,45.779801240259985,665.0309305457371,2
4000000000,5,113.53039553356224,745.1134721055125,8
4000000000,4,113.4514435695538,972.033504458188,8
4000000000,3,44.020639959530776,288.84745693843615,2
4000000000,10,45.07238596163622,1161.207730086111,2
4000000000,2,57.99619970922605,412.5782727010902,3
4000000200,5,113.40915495697558,760.3454292660406,8
4000000200,12,58.31869321324085,1138.1673783088672,3
4000000200,8,113.6531570307404,393.6743334151396,8
4000000200,1,52.76987611917069,129.77812831211088,2
4000000200,9,114.24250579730852,182.57782949016124,8
4000000200,10,44.989626387714615,1146.1512128871,2
4000000200,2,58.112854990276176,390.27712884876973,3
4000000200,7,58.561798269946166,1035.7884138823886,3
4000000200,11,44.83822821675755,757.65546463746,2
4000000200,6,45.68230317770847,650.0882917207985,2
4000000200,4,113.45144356955376,987.617959260016,8
4000000200,3,44.104762392704515,273.3201368690296,2
4000000400,1,52.202838918589975,107.00840598586387,2
4000000400,6,45.61280168926203,634.6150166583799,2
4000000400,4,113.45144356955257,1003.6159167174932,8
4000000400,8,113.66728829948764,409.2573311059186,8
4000000400,5,113.3185475671364,775.9839623879882,8
4000000400,7,58.42619214932166,1014.2994103711752,3
4000000400,2,58.230221222346565,367.3010839320102,3
4000000400,12,58.30014077707729,1117.082592026735,3
4000000400,10,44.918591411770976,1130.42913042619,2
4000000400,9,114.2805661878065,198.44433061427745,8
4000000400,3,44.17855233770788,257.17716707036055,2
4000000400,11,44.84855095474204,742.3385275691174,2
4000000600,3,44.23725137904624,240.8203193708312,2
4000000600,5,113.25120401139668,791.7260735714585,8
4000000600,4,113.45144356955257,1019.7710447807184,8
4000000600,2,58.347973236754385,344.0714611760449,3
4000000600,10,44.87118601021506,1114.4907694604417,2
4000000600,6,45.55924002062622,619.0401221300359,2
4000000600,1,51.61640621581285,83.9359181932913,2
4000000600,7,58.31634461024116,992.5925091743286,3
4000000600,9,114.30230617625762,214.41763429456665,8
